"year" "month" "Ftemp" "Ctemp"
"1624" 2004 12 38.4 3.6
"1625" 2004 2 35 1.7
"1626" 2004 3 43.5 6.4
"1627" 2004 4 53.6 12
"1628" 2004 5 65.2 18.4
"1629" 2004 6 71.2 21.8
"1630" 2004 7 74.5 23.6
"1631" 2004 8 74.2 23.4
"1632" 2004 9 69.3 20.7
"1633" 2005 1 31.3 -0.4
"1634" 2005 10 57.9 14.4
"1635" 2005 11 49.6 9.8
"1636" 2005 12 35.3 1.8
"1637" 2005 2 36.5 2.5
"1638" 2005 3 39.4 4.1
"1639" 2005 4 55.1 12.8
"1640" 2005 5 58.9 14.9
"1641" 2005 6 74 23.3
"1642" 2005 7 77.5 25.3
"1643" 2005 8 79.7 26.5
"1644" 2005 9 73.3 22.9
"1645" 2006 1 40.9 4.9
"1646" 2006 10 56.2 13.4
"1647" 2006 11 51.9 11.1
"1648" 2006 12 43.6 6.4
"1649" 2006 2 35.7 2.1
"1650" 2006 3 43.1 6.2
"1651" 2006 4 55.7 13.2
"1652" 2006 5 63.1 17.3
"1653" 2006 6 71 21.7
"1654" 2006 7 77.9 25.5
"1655" 2006 8 75.8 24.3
"1656" 2006 9 66.6 19.2
"1657" 2007 1 37.5 3.1
"1658" 2007 10 63.6 17.6
"1659" 2007 11 45.4 7.4
"1660" 2007 12 37 2.8
"1661" 2007 2 28.2 -2.1
"1662" 2007 3 42.2 5.7
"1663" 2007 4 50.3 10.2
"1664" 2007 5 65.2 18.4
"1665" 2007 6 71.4 21.9
"1666" 2007 7 75 23.9
"1667" 2007 8 74 23.3
"1668" 2007 9 70.3 21.3
"1669" 2008 1 36.5 2.5
"1670" 2008 10 55.1 12.8
"1671" 2008 11 45.8 7.7
"1672" 2008 12 38.1 3.4
"1673" 2008 2 35.8 2.1
"1674" 2008 3 42.6 5.9
"1675" 2008 4 54.9 12.7
"1676" 2008 5 60.1 15.6
"1677" 2008 6 74 23.3
"1678" 2008 7 78.4 25.8
"1679" 2008 8 73.8 23.2
"1680" 2008 9 68.8 20.4
"1681" 2009 1 27.9 -2.3
"1682" 2009 10 55 12.8
"1683" 2009 11 51.2 10.7
"1684" 2009 12 35.9 2.2
"1685" 2009 2 36.7 2.6
"1686" 2009 3 42.4 5.8
"1687" 2009 4 54.5 12.5
"1688" 2009 5 62.5 16.9
"1689" 2009 6 67.5 19.7
"1690" 2009 7 72.7 22.6
"1691" 2009 8 75.7 24.3
"1692" 2009 9 66.3 19.1
"1693" 2010 1 32.5 0.3
"1694" 2010 10 58.1 14.5
"1695" 2010 11 47.9 8.8
"1696" 2010 12 32.8 0.4
"1697" 2010 2 33.1 0.6
"1698" 2010 3 48.2 9
"1699" 2010 4 57.9 14.4
"1700" 2010 5 65.3 18.5
"1701" 2010 6 74.7 23.7
"1702" 2010 7 81.3 27.4
"1703" 2010 8 77.4 25.2
"1704" 2010 9 71.1 21.7
"1705" 2011 1 29.7 -1.3
"1706" 2011 10 57.1 13.9
"1707" 2011 11 51.9 11.1
"1708" 2011 12 43.3 6.3
"1709" 2011 2 36 2.2
"1710" 2011 3 42.3 5.7
"1711" 2011 4 54.3 12.4
"1712" 2011 5 64.5 18.1
"1713" 2011 6 72.3 22.4
"1714" 2011 7 80.2 26.8
"1715" 2011 8 75.3 24.1
"1716" 2011 9 70 21.1
"1717" 2012 1 37.3 2.9
"1718" 2012 10 58 14.4
"1719" 2012 11 43.9 6.6
"1720" 2012 12 41.5 5.3
"1721" 2012 2 40.9 4.9
"1722" 2012 3 50.9 10.5
"1723" 2012 4 54.8 12.7
"1724" 2012 5 65.1 18.4
"1725" 2012 6 71 21.7
"1726" 2012 7 78.8 26
"1727" 2012 8 76.7 24.8
"1728" 2012 9 68.8 20.4
"1729" 2013 1 35.1 1.7
"1730" 2013 10 60.2 15.7
"1731" 2013 11 45.3 7.4
"1732" 2013 12 38.5 3.6
"1733" 2013 2 33.9 1.1
"1734" 2013 3 40.1 4.5
"1735" 2013 4 53 11.7
"1736" 2013 5 62.8 17.1
"1737" 2013 6 72.7 22.6
"1738" 2013 7 79.8 26.6
"1739" 2013 8 74.6 23.7
"1740" 2013 9 67.9 19.9
"1741" 2014 1 28.6 -1.9
"1742" 2014 10 59.6 15.3
"1743" 2014 11 45.3 7.4
"1744" 2014 12 40.5 4.7
"1745" 2014 2 31.6 -0.2
"1746" 2014 3 37.7 3.2
"1747" 2014 4 52.3 11.3
"1748" 2014 5 64 17.8
"1749" 2014 6 72.5 22.5
"1750" 2014 7 76.1 24.5
"1751" 2014 8 74.5 23.6
"1752" 2014 9 69.7 20.9
"1753" 2015 1 29.9 -1.2
"1754" 2015 10 58 14.4
"1755" 2015 11 52.8 11.6
"1756" 2015 12 50.8 10.4
"1757" 2015 2 23.9 -4.5
"1758" 2015 3 38.1 3.4
"1759" 2015 4 54.3 12.4
"1760" 2015 5 68.5 20.3
"1761" 2015 6 71.2 21.8
"1762" 2015 7 78.8 26
"1763" 2015 8 79 26.1
"1764" 2015 9 74.5 23.6
"1765" 2016 1 34.5 1.4
"1766" 2016 2 37.7 3.2
"1767" 2016 3 48.9 9.4
"1768" 2016 4 53.3 11.8
"1769" 2016 5 62.8 17.1
"1770" 2016 6 72.3 22.4
"1771" 2016 7 78.7 25.9
"1772" 2016 8 79.2 26.2
"1773" 2016 9 71.8 22.1
"1774" 2016 10 58.8 14.9
"1775" 2016 11 49.8 9.9
"1776" 2016 12 38.3 3.5
